x,y,t
24.562680989234924,61.17100215,5958.75
24.562680989234924,61.17100215,5959.0
24.562680989234924,61.17100215,5959.25
24.562680989234924,61.17100215,5959.5
24.562680989234924,61.17100215,5959.75
24.562680989234924,61.17100215,5960.0
24.562680989234924,61.17100215,5960.25
24.562680989234924,61.17100215,5960.5
24.562680989234924,61.17100215,5960.75
24.562680989234924,61.17100215,5961.0
24.562680989234924,61.17100215,5961.25
24.562680989234924,61.17100215,5961.5
24.562680989234924,61.17100215,5961.75
24.562680989234924,61.17100215,5962.0
24.562680989234924,61.17100215,5962.25
24.5616261533604,61.17123652683642,5962.5
24.55948507919022,61.17171225789815,5962.75
24.55734400502004,61.17218798895989,5963.0
24.555202930849855,61.172663720021625,5963.25
24.553061856679676,61.17313945108336,5963.5
24.550920782509493,61.1736151821451,5963.75
24.54877970833931,61.17409091320683,5964.0
24.54663863416913,61.174566644268566,5964.25
24.54449755999895,61.17504237533031,5964.5
24.542356485828765,61.17551810639204,5964.75
24.540215411658586,61.175993837453774,5965.0
24.538074337488403,61.17646956851551,5965.25
24.53593326331822,61.17694529957725,5965.5
24.53379218914804,61.17742103063898,5965.75
24.53165111497786,61.177896761700715,5966.0
24.529510040807676,61.178372492762456,5966.25
24.527368966637496,61.17884822382419,5966.5
24.525227892467313,61.17932395488592,5966.75
24.52308681829713,61.179799685947664,5967.0
24.52094574412695,61.1802754170094,5967.25
24.51880466995677,61.18075114807113,5967.5
24.516663595786586,61.181226879132865,5967.75
24.514522521616406,61.181702610194606,5968.0
24.512381447446224,61.18217834125634,5968.25
24.51024037327604,61.18265407231807,5968.5
24.50809929910586,61.18312980337981,5968.75
24.50595822493568,61.18360553444155,5969.0
24.503817150765496,61.18408126550328,5969.25
24.501676076595313,61.18455699656502,5969.5
24.499535002425134,61.185032727626755,5969.75
24.49739392825495,61.18550845868849,5970.0
24.495252854084768,61.18598418975023,5970.25
24.49311177991459,61.18645992081196,5970.5
24.490970705744406,61.186935651873696,5970.75
24.488829631574223,61.18741138293543,5971.0
24.486688557404044,61.18788711399717,5971.25
24.48454748323386,61.188362845058904,5971.5
24.482406409063678,61.18883857612064,5971.75
24.4802653348935,61.18931430718238,5972.0
24.478124260723316,61.18979003824411,5972.25
24.475983186553133,61.190265769305846,5972.5
24.473842112382954,61.19074150036759,5972.75
24.47170103821277,61.19121723142932,5973.0
24.46955996404259,61.191692962491054,5973.25
24.46741888987241,61.19216869355279,5973.5
24.4669607,61.1922705,5973.75
24.4669607,61.1922705,5974.0
24.4669607,61.1922705,5974.25
24.4669607,61.1922705,5974.5
24.4669607,61.1922705,5974.75
24.4669607,61.1922705,5975.0
24.4669607,61.1922705,5975.25
24.4669607,61.1922705,5975.5
24.4669607,61.1922705,5975.75
24.4669607,61.1922705,5976.0
24.4669607,61.1922705,5976.25
24.4669607,61.1922705,5976.5
24.4669607,61.1922705,5976.75
24.4669607,61.1922705,5977.0
24.4669607,61.1922705,5977.25
24.4669607,61.1922705,5977.5
24.4669607,61.1922705,5977.75
24.4669607,61.1922705,5978.0
24.4669607,61.1922705,5978.25
24.4669607,61.1922705,5978.5
24.4669607,61.1922705,5978.75
24.4669607,61.1922705,5979.0
24.4669607,61.1922705,5979.25
24.4669607,61.1922705,5979.5
24.4669607,61.1922705,5979.75
24.4669607,61.1922705,5980.0
24.4669607,61.1922705,5980.25
24.4669607,61.1922705,5980.5
24.4669607,61.1922705,5980.75
24.4669607,61.1922705,5981.0
24.4669607,61.1922705,5981.25
24.4669607,61.1922705,5981.5
24.4669607,61.1922705,5981.75
24.4669607,61.1922705,5982.0
24.4669607,61.1922705,5982.25
24.4669607,61.1922705,5982.5
24.4669607,61.1922705,5982.75
24.4669607,61.1922705,5983.0
24.4669607,61.1922705,5983.25
24.4669607,61.1922705,5983.5
24.4669607,61.1922705,5983.75
24.4669607,61.1922705,5984.0
24.4669607,61.1922705,5984.25
24.4669607,61.1922705,5984.5
24.4669607,61.1922705,5984.75
24.4669607,61.1922705,5985.0
24.4669607,61.1922705,5985.25
24.4669607,61.1922705,5985.5
24.4669607,61.1922705,5985.75
24.4669607,61.1922705,5986.0
24.4669607,61.1922705,5986.25
24.4669607,61.1922705,5986.5
24.4669607,61.1922705,5986.75
24.4669607,61.1922705,5987.0
24.4669607,61.1922705,5987.25
24.4669607,61.1922705,5987.5
24.4669607,61.1922705,5987.75
24.4669607,61.1922705,5988.0
24.4669607,61.1922705,5988.25
24.4669607,61.1922705,5988.5
24.46664787728829,61.19071157833131,5988.75
24.466249884016392,61.188728217429684,5989.0
24.465851890744492,61.186744856528065,5989.25
24.465453897472596,61.18476149562644,5989.5
24.4650559042007,61.18277813472481,5989.75
24.464657910928803,61.180794773823195,5990.0
24.464259917656907,61.17881141292157,5990.25
24.463861924385007,61.17682805201994,5990.5
24.46346393111311,61.174844691118324,5990.75
24.463065937841215,61.1728613302167,5991.0
24.46266794456932,61.17087796931508,5991.25
24.462269951297422,61.16889460841345,5991.5
24.461871958025526,61.16691124751183,5991.75
24.461473964753626,61.16492788661021,5992.0
